cluster_id	sequence_id	start	end	tax_id	database	merged	length	pul_length_sum	percentage_in_puls	blast_status	domain	phylum	class	order	family	genus	species
PULpy_PUL31	NZ_CP113514	1935398	1946406	28116	PULpy		6743055	17991	0.26680784896460136	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL31	CR626927	2094629	2124156		PULpy		5205140	17589	0.3379159830475261	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL31	FQ312004	2626446	2635707		PULpy		5373121	55804	1.038577020692443	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL31	FP929033	2834183	2845339		PULpy		5976145	290475	4.860574835449943	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens
PULpy_PUL31	NC_016610	3155582	3162659		PULpy		3405521	33250	0.9763557470354757	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella forsythia
PULpy_PUL31	NZ_CP046176	3995971	4014521	357276	PULpy		832081	46752	5.618683757951449	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei
PULpy_PUL31	CP000139	1695354	1713356	821	PULpy		5163189	39499	0.7650117011017803	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
PULpy_PUL31	EQ973490	1832567	1848733	246787	PULpy		2178212	26172	1.2015359386505997	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PULpy_PUL32	CP012801	2646660	2652017	246787	PULpy		7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PULpy_PUL32	NZ_KI912107	5029120	5038650	982	PULpy		5926711	38866	0.6557768718602949	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Saccharicrinis	Saccharicrinis fermentans
PULpy_PUL32	JH724241	1544773	1595535	28116	PULpy		3664698	20794	0.5674137405046746	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL32	CP065889	3653932	3670861	820	PULpy		4728573	28432	0.6012807669459687	true	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
PULpy_PUL32	NZ_CP113514	1951421	1969373	28116	PULpy		6743055	17991	0.26680784896460136	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL32	CR626927	2328564	2335744		PULpy		5205140	17589	0.3379159830475261	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL32	FQ312004	2726423	2731793		PULpy		5373121	55804	1.038577020692443	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL32	FP476056	2960933	2965546		PULpy		5521712	929780	16.838618167698712	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans
PULpy_PUL32	FP929033	2855599	2864297		PULpy		5976145	290475	4.860574835449943	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens
PULpy_PUL32	NC_016610	3352780	3357657		PULpy		3405521	33250	0.9763557470354757	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella forsythia
PULpy_PUL32	NZ_CP046176	4033898	4052765	357276	PULpy		832081	46752	5.618683757951449	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei
PULpy_PUL32	CP000139	1817318	1828121	821	PULpy		5163189	39499	0.7650117011017803	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
PULpy_PUL32	EQ973490	1859162	1875386	246787	PULpy		2178212	26172	1.2015359386505997	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PULpy_PUL33	CP012801	2655343	2677426	246787	PULpy		7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PULpy_PUL33	NZ_KI912107	5156984	5189482	982	PULpy		5926711	38866	0.6557768718602949	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Saccharicrinis	Saccharicrinis fermentans
PULpy_PUL33	JH724241	1668283	1706614	28116	PULpy		3664698	20794	0.5674137405046746	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL33	CP065889	3823698	3828541	820	PULpy		4728573	28432	0.6012807669459687	true	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
PULpy_PUL33	CP000685	5413366	5418702		PULpy		6096872	658150	10.794879735051023	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
PULpy_PUL33	NZ_CP113514	2019254	2040493	28116	PULpy		6743055	17991	0.26680784896460136	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL33	CR626927	2552830	2562091		PULpy		5205140	17589	0.3379159830475261	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL33	FQ312004	3397465	3415271		PULpy		5373121	55804	1.038577020692443	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL33	FP476056	2967682	2972380		PULpy		5521712	929780	16.838618167698712	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans
PULpy_PUL33	FP929033	2947180	2952046		PULpy		5976145	290475	4.860574835449943	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens
PULpy_PUL33	NZ_CP046176	4055821	4078724	357276	PULpy		832081	46752	5.618683757951449	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei
PULpy_PUL33	CP000139	2202607	2207493	821	PULpy		5163189	39499	0.7650117011017803	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
PULpy_PUL33	EQ973490	1913600	1924247	246787	PULpy		2178212	26172	1.2015359386505997	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PULpy_PUL34	CP012801	2710220	2767217	246787	PULpy		7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PULpy_PUL34	NZ_KI912107	5257099	5271136	982	PULpy		5926711	38866	0.6557768718602949	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Saccharicrinis	Saccharicrinis fermentans
PULpy_PUL34	JH724241	1741370	1746349	28116	PULpy		3664698	20794	0.5674137405046746	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL34	CP065889	3929608	3940147	820	PULpy		4728573	28432	0.6012807669459687	true	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
PULpy_PUL34	CP000685	5429157	5433770		PULpy		6096872	658150	10.794879735051023	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
PULpy_PUL34	NZ_CP113514	2054087	2058580	28116	PULpy		6743055	17991	0.26680784896460136	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL34	CR626927	2652830	2658200		PULpy		5205140	17589	0.3379159830475261	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL34	FQ312004	3437653	3451708		PULpy		5373121	55804	1.038577020692443	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL34	FP929033	2990042	2994674		PULpy		5976145	290475	4.860574835449943	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens
PULpy_PUL34	CP000139	2266143	2280191	821	PULpy		5163189	39499	0.7650117011017803	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
PULpy_PUL34	EQ973490	1953197	1979337	246787	PULpy		2178212	26172	1.2015359386505997	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PULpy_PUL35	CP012801	2839845	2902222	246787	PULpy		7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PULpy_PUL35	NZ_KI912107	5508614	5522319	982	PULpy		5926711	38866	0.6557768718602949	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Saccharicrinis	Saccharicrinis fermentans
PULpy_PUL35	LT622246	1875623	1885582		PULpy		6472384	158887	2.4548450771771266	true	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL35	JH724241	1760591	1769621	28116	PULpy		3664698	20794	0.5674137405046746	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL35	CP065889	3971644	3980574	820	PULpy		4728573	28432	0.6012807669459687	true	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
PULpy_PUL35	NZ_CP113514	2328071	2335370	28116	PULpy		6743055	17991	0.26680784896460136	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL35	CR626927	3361696	3379502		PULpy		5205140	17589	0.3379159830475261	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL35	FQ312004	3545468	3550093		PULpy		5373121	55804	1.038577020692443	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL35	FP929033	3100108	3104741		PULpy		5976145	290475	4.860574835449943	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens
PULpy_PUL35	NZ_CP046176	4152930	4159452	357276	PULpy		832081	46752	5.618683757951449	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei
PULpy_PUL35	CP000139	2287062	2307471	821	PULpy		5163189	39499	0.7650117011017803	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
PULpy_PUL36	CP012801	2945447	2961532	246787	PULpy		7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PULpy_PUL36	NZ_KI912107	5595838	5608535	982	PULpy		5926711	38866	0.6557768718602949	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Saccharicrinis	Saccharicrinis fermentans
PULpy_PUL36	LT622246	1895843	1911141		PULpy		6472384	158887	2.4548450771771266	true	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL36	JH724241	1773904	1794596	28116	PULpy		3664698	20794	0.5674137405046746	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL36	CP065889	4010348	4015214	820	PULpy		4728573	28432	0.6012807669459687	true	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
PULpy_PUL36	CP000685	5614543	5619156		PULpy		6096872	658150	10.794879735051023	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
PULpy_PUL36	NZ_CP113514	2342921	2367454	28116	PULpy		6743055	17991	0.26680784896460136	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL36	CR626927	3405942	3419997		PULpy		5205140	17589	0.3379159830475261	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL36	FQ312004	3631244	3665740		PULpy		5373121	55804	1.038577020692443	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL36	FP476056	3489393	3494303		PULpy		5521712	929780	16.838618167698712	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans
PULpy_PUL36	FP929033	3112733	3123254		PULpy		5976145	290475	4.860574835449943	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens
PULpy_PUL36	NZ_CP046176	4261772	4277228	357276	PULpy		832081	46752	5.618683757951449	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei
PULpy_PUL36	CP000139	2329464	2353878	821	PULpy		5163189	39499	0.7650117011017803	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
PULpy_PUL36	EQ973490	2029335	2040670	246787	PULpy		2178212	26172	1.2015359386505997	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PULpy_PUL37	NZ_KI912107	5661849	5686762	982	PULpy		5926711	38866	0.6557768718602949	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Saccharicrinis	Saccharicrinis fermentans
PULpy_PUL37	JH724241	1804409	1809759	28116	PULpy		3664698	20794	0.5674137405046746	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL37	CP065889	4017739	4022133	820	PULpy		4728573	28432	0.6012807669459687	true	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
PULpy_PUL37	NZ_CP113514	2602757	2607207	28116	PULpy		6743055	17991	0.26680784896460136	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL37	CR626927	3515822	3520447		PULpy		5205140	17589	0.3379159830475261	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL37	FQ312004	3801040	3816130		PULpy		5373121	55804	1.038577020692443	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL37	FP929033	3146567	3194299		PULpy		5976145	290475	4.860574835449943	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens
PULpy_PUL37	NZ_CP046176	4287210	4291960	357276	PULpy		832081	46752	5.618683757951449	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei
PULpy_PUL37	CP000139	2384680	2389192	821	PULpy		5163189	39499	0.7650117011017803	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
PULpy_PUL37	EQ973490	2128667	2143496	246787	PULpy		2178212	26172	1.2015359386505997	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PULpy_PUL38	NZ_KI912107	5792934	5810880	982	PULpy		5926711	38866	0.6557768718602949	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Saccharicrinis	Saccharicrinis fermentans
PULpy_PUL38	JH724241	1824347	1841926	28116	PULpy		3664698	20794	0.5674137405046746	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL38	CP065889	4024732	4029267	820	PULpy		4728573	28432	0.6012807669459687	true	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
PULpy_PUL38	NZ_CP113514	2609725	2659118	28116	PULpy		6743055	17991	0.26680784896460136	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL38	CR626927	3585777	3620277		PULpy		5205140	17589	0.3379159830475261	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL38	FQ312004	3879185	3887422		PULpy		5373121	55804	1.038577020692443	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL38	FP929033	3226327	3249087		PULpy		5976145	290475	4.860574835449943	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens
PULpy_PUL38	NZ_CP046176	4365515	4373505	357276	PULpy		832081	46752	5.618683757951449	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei
PULpy_PUL38	CP000139	2391332	2395837	821	PULpy		5163189	39499	0.7650117011017803	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
PULpy_PUL38	EQ973490	2158026	2163350	246787	PULpy		2178212	26172	1.2015359386505997	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PULpy_PUL39	NZ_KI912107	5843368	5890691	982	PULpy		5926711	38866	0.6557768718602949	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Saccharicrinis	Saccharicrinis fermentans
PULpy_PUL39	JH724241	1844751	1869290	28116	PULpy		3664698	20794	0.5674137405046746	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL39	NZ_CP113514	2695799	2716708	28116	PULpy		6743055	17991	0.26680784896460136	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL39	CR626927	3754969	3770059		PULpy		5205140	17589	0.3379159830475261	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL39	FQ312004	3929828	3943123		PULpy		5373121	55804	1.038577020692443	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL39	FP929033	3407608	3422458		PULpy		5976145	290475	4.860574835449943	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens
PULpy_PUL39	NZ_CP046176	4400245	4410437	357276	PULpy		832081	46752	5.618683757951449	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei
PULpy_PUL39	CP000139	2397692	2427769	821	PULpy		5163189	39499	0.7650117011017803	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
PULpy_PUL4	CP012801	890724	917607	246787	PULpy		7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PULpy_PUL4	NZ_KI912107	602190	618668	982	PULpy		5926711	38866	0.6557768718602949	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Saccharicrinis	Saccharicrinis fermentans
PULpy_PUL4	NZ_CP028092	567170	601569	2571030	PULpy		5256878	29716	0.5652784789755441	false	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter sp005491705
PULpy_PUL4	NZ_JQNQ01000001	1014275	1030388		PULpy		4212161	110825	2.631072269079933	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salegentibacter	Salegentibacter sp000745315
PULpy_PUL4	NZ_CP014224	862242	895281	1790137	PULpy		3427057	109007	3.180775808514419	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Wenyingzhuangia	Wenyingzhuangia fucanilytica
PULpy_PUL4	CP091800	402520	412566	77095	PULpy		1144609	24154	2.1102402654530934	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella bryantii
PULpy_PUL4	CP002534	748620	763450	979	PULpy		3765936	11821	0.31389274804457645	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica
PULpy_PUL4	NZ_ABJL02000006	294859	307199	329854	PULpy		574965	30060	5.228144321828285	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides intestinalis
PULpy_PUL4	NZ_VISB01000001	1129212	1138616	1250050	PULpy		4347041	183411	4.219214863627926	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter sedimenticola
PULpy_PUL4	ABJL02000008	736870	743569	329854	PULpy		3472993	104417	3.0065421957372216	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides intestinalis
PULpy_PUL4	JH724241	212263	236533	28116	PULpy		3664698	20794	0.5674137405046746	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL4	NZ_ABJL02000007	122984	127914	329854	PULpy		1438659	22544	1.567014838123558	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides intestinalis
PULpy_PUL4	CP065889	298919	316427	820	PULpy		4728573	28432	0.6012807669459687	true	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
PULpy_PUL4	NZ_CP009976	283717	297563	76594	PULpy		4635105	28708	0.6193602949663491	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga baltica
PULpy_PUL4	NC_014033	1743042	1753194	839	PULpy		3619559	12835	0.3546012097053812	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella ruminicola
PULpy_PUL4	NZ_JH815203	518849	531294	742726	PULpy		1217791	26363	2.1648213856072185	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis
PULpy_PUL4	NZ_JH992941	281698	312725	626931	PULpy		1624090	18104	1.114716548959725	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides oleiciplenus
PULpy_PUL4	NZ_JH815204	491216	503184	742726	PULpy		979427	20908	2.134717544033399	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis
PULpy_PUL4	NZ_CP113514	133626	146877	28116	PULpy		6743055	17991	0.26680784896460136	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL4	CP001807	2423048	2428856	29549	PULpy		3261604	31439	0.9639122345937765	false	Bacteria	Bacteroidota_A	Rhodothermia	Rhodothermales	Rhodothermaceae	Rhodothermus	Rhodothermus marinus
PULpy_PUL4	NZ_JHZY01000004	310003	323138	1392489	PULpy		2318059	29138	1.2569999296825491	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella	Leeuwenhoekiella sp000687915
PULpy_PUL4	GL945092	48607	74803	457387	PULpy		609109	11901	1.9538374904984166	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens
PULpy_PUL4	CR626927	420462	425037		PULpy		5205140	17589	0.3379159830475261	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL4	FQ312004	471829	476404		PULpy		5373121	55804	1.038577020692443	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL4	CP016359	713481	739832		PULpy		4007868	294672	7.352337951249892	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia flava
PULpy_PUL4	FP929033	1181529	1186469		PULpy		5976145	290475	4.860574835449943	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens
PULpy_PUL4	NC_016610	417045	422113		PULpy		3405521	33250	0.9763557470354757	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella forsythia
PULpy_PUL4	NZ_CP046176	575163	602725	357276	PULpy		832081	46752	5.618683757951449	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei
PULpy_PUL4	CP091797	182788	204702	77095	PULpy		1104623	2152	0.19481759840235086	true	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella bryantii
PULpy_PUL4	GL891979	167184	172533	156974	PULpy		1016930	25756	2.5327210329127867	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas gadei
